PassName,Partnered,SkiResortName,SkiRegion,Address,Latitude,Longitude,WebsiteUrl,TrailMapUrl
Indy,FALSE,Titus Mountain,,,44.7634267,-74.2378371,https://www.indyskipass.com/our-resorts/titus-mountain,
Indy,FALSE,Togakushi Ski Resort,,,36.754361,138.0920507,https://www.indyskipass.com/our-resorts/togakushi-ski-resort,
Indy,FALSE,Trapp Family Lodge,,,44.4654613,-72.7477526,https://www.indyskipass.com/our-resorts/trapp-family-lodge,
Indy,FALSE,Tree Tops Resort,,,45.0343188,-84.5887653,https://www.indyskipass.com/our-resorts/tree-tops-resort,
Indy,FALSE,Trollhaugen,,,45.3513159,-92.6206738,https://www.indyskipass.com/our-resorts/trollhaugen,
Indy,FALSE,Turpin Meadow Ranch,,,43.8549223,-110.2708794,https://www.indyskipass.com/our-resorts/turpin-meadow-ranch,
Indy,FALSE,Tussey Mountain,,,40.769202,-77.7565121,https://www.indyskipass.com/our-resorts/tussey-mountain,
Indy,FALSE,Tyrol Basin Ski and Snowboard,,,43.0447546,-89.7855207,https://www.indyskipass.com/our-resorts/tyrol-basin-ski-and-snowboard,
Indy,FALSE,Washigatake Ski Resort,,,35.942471,136.9169811,https://www.indyskipass.com/our-resorts/washigatake-ski-resort,
Indy,FALSE,Waterville Valley Resort,,,43.96581488,-71.528136,https://www.indyskipass.com/our-resorts/waterville-valley-resort,
Indy,FALSE,West Mountain,,,43.285651,-73.7278653,https://www.indyskipass.com/our-resorts/west-mountain,
Indy,FALSE,Whaleback Mountain,,,43.601705,-72.1828453,https://www.indyskipass.com/our-resorts/whaleback-mountain,
Indy,FALSE,White Grass Ski Touring,,,39.019,-79.4242803,https://www.indyskipass.com/our-resorts/white-grass-ski-touring,
Indy,FALSE,White Pass,,,46.6366469,-121.3950684,https://www.indyskipass.com/our-resorts/white-pass,
Indy,FALSE,White Pine Touring Nordic Center,,,40.66233179,-111.5135009,https://www.indyskipass.com/our-resorts/white-pine-touring-nordic-center,
Indy,FALSE,Whitehorse Nordic Centre,,,60.7306527,-135.1040097,https://www.indyskipass.com/our-resorts/whitehorse-nordic-centre,
Indy,FALSE,WhitePIA Takasu,,,35.9558168,136.9300044,https://www.indyskipass.com/our-resorts/whitepia-takasu,
Indy,FALSE,Whitepine Mountain Resort,,,42.9736669,-109.7824737,https://www.indyskipass.com/our-resorts/whitepine-mountain-resort,
Indy,FALSE,Williams Lake Cross Country Ski Club,,,52.2464628,-122.1228259,https://www.indyskipass.com/our-resorts/williams-lake-cross-country-ski-club,
Indy,FALSE,Wintergreen,,,37.93049275,-78.93929387,https://www.indyskipass.com/our-resorts/wintergreen,
Indy,FALSE,Winterplace Ski Resort,,,37.596639,-81.128918,https://www.indyskipass.com/our-resorts/winterplace-ski-resort,
Indy,FALSE,Wisp,,,39.55746327,-79.36323202,https://www.indyskipass.com/our-resorts/wisp,
Indy,FALSE,Woodstock Nordic Center,,,43.6151845,-72.5187081,https://www.indyskipass.com/our-resorts/woodstock-nordic-center,
Indy,FALSE,Yuzawa Nakazato Snow Resort,,,36.9141426,138.8490268,https://www.indyskipass.com/our-resorts/yuzawa-nakazato-snow-resort,
